CHEMICAL_REPORT_ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS,Name
705265,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,ALAC International Inc,350 Fifth Avenue,Suite 3015,New York,New York,NY,10118,36-282-4687,,,,,,,,,ALAC INTERNATIONAL INC.,350 5TH AVE,,NEW YORK,NEW YORK COUNTY,NY,10118,40.748552,-73.985485,36-282-4687,TSCA10050149,110070790140,424610 Plastics Materials And Basic Forms And Shapes Merchant Wholesalers,Import,,,,,Import,0,"25,021,453","25,021,453","28,004,412","38,008,448","40,917,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W8,"10,000+",M3,30% - < 60%,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,F052,Plasticizer,,,,,NKRA,No,1,M3,30% - < 60%,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705265,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,ALAC International Inc,350 Fifth Avenue,Suite 3015,New York,New York,NY,10118,36-282-4687,,,,,,,,,ALAC INTERNATIONAL INC.,350 5TH AVE,,NEW YORK,NEW YORK COUNTY,NY,10118,40.748552,-73.985485,36-282-4687,TSCA10050149,110070790140,424610 Plastics Materials And Basic Forms And Shapes Merchant Wholesalers,Import,,,,,Import,0,"25,021,453","25,021,453","28,004,412","38,008,448","40,917,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W8,"10,000+",M3,30% - < 60%,No,Liquid,C201,Adhesives and Sealants,,F052,Plasticizer,,,,,Commercial,No,10,M2,1% - < 30%,W6,500 - 999,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705265,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,ALAC International Inc,350 Fifth Avenue,Suite 3015,New York,New York,NY,10118,36-282-4687,,,,,,,,,ALAC INTERNATIONAL INC.,350 5TH AVE,,NEW YORK,NEW YORK COUNTY,NY,10118,40.748552,-73.985485,36-282-4687,TSCA10050149,110070790140,424610 Plastics Materials And Basic Forms And Shapes Merchant Wholesalers,Import,,,,,Import,0,"25,021,453","25,021,453","28,004,412","38,008,448","40,917,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W8,"10,000+",M3,30% - < 60%,No,Liquid,C202,Paints and Coatings,,F052,Plasticizer,,,,,Commercial,No,25,M3,30% - < 60%,W7,1000 - 9999,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705265,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,ALAC International Inc,350 Fifth Avenue,Suite 3015,New York,New York,NY,10118,36-282-4687,,,,,,,,,ALAC INTERNATIONAL INC.,350 5TH AVE,,NEW YORK,NEW YORK COUNTY,NY,10118,40.748552,-73.985485,36-282-4687,TSCA10050149,110070790140,424610 Plastics Materials And Basic Forms And Shapes Merchant Wholesalers,Import,,,,,Import,0,"25,021,453","25,021,453","28,004,412","38,008,448","40,917,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W8,"10,000+",M3,30% - < 60%,No,Liquid,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,F052,Plasticizer,,,,,Both,No,64,M3,30% - < 60%,W7,1000 - 9999,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705404,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"Right Lane Industries, LLC",222 N. LaSalle St.,,Chicago,Cook,IL,60601,08-103-0931,,,,,,,,,BELT CONCEPTS OF AMERICA INC,605 N. PINE ST.,,SPRING HOPE,NASH,NC,27882,35.94852,-78.11694,17-540-6842,TSCA8092,110000347660,326220 Rubber And Plastics Hoses And Belting Manufacturing,,,,,,Import,0,"660,840","660,840","705,420","1,014,184","1,305,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W4,50 - 99,M5,90% +,No,,CC303,"Packaging (excluding food packaging), including rubber articles; plastic articles (hard); plastic articles (soft)",,U022,Plasticizers,,,,,Commercial,No,0,M3,30% - < 60%,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705547,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,HENKEL CORPORATION,1 HENKEL WAY,,ROCKY HILL,Hartford,CT,6067,08-088-7708,,,,,,,,,HENKEL LOUISVILLE,7101 LOGISTICS DR,,LOUISVILLE,JEFFERSON COUNTY,KY,40258,38.16535,-85.8786,80-519-1566,TSCA121963,110069454890,325520 Adhesive Manufacturing,Import,,,,,Import,0,"24,668","24,668","10,734","25,760","17,859","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",No,"24,668",0,B1,0 percent by weight,W5,100 - 499,M2,1% - < 30%,No,Other Solid,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
705756,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"Showa Denko Materials (America), Inc.",2150 N. 1st Street,STE 350,San Jose,Santa Clara,CA,95131,13-282-9329,SHOWA DENKO MATERIALS CO LTD,GranTokyo South Tower 9-2,"Marunouchi, 1-chome",Chiyoda-ku,,100-6605,JA,69-053-5794,"SHOWA DENKO MATERIALS (AMERICA), INC.",2150 N 1ST ST,STE. 350,SAN JOSE,SANTA CLARA COUNTY,CA,95131,37.377251,-121.920267,13-282-9329,TSCA10057511,110070864470,"423610 Electrical Apparatus And Equipment, Wiring Supplies, And Related Equipment Merchant Wholesalers",Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M2,1% - < 30%,No,Liquid,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
706845,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"COLONIAL GROUP, INC.",PO BOX 576,101 North Lathrop Ave,SAVANNAH,Chatham,GA,31402,80-837-6735,,,,,,,,,COLONIAL CHEMICAL SOLUTIONS INC,916 W LATHROP,,SAVANNAH,,GA,31402,32.09613,-81.12346,11-004-2897,TSCA7061,110018901054,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,0,0,0,0,0,"132,276","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
708418,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,MERCEDES BENZ U.S,1 MERCEDES DRIVE,,VANCE,Tuscaloosa,AL,35490,82-483-9872,DAIMLER AG,Mercedesstr. 120,,Stuttgart,,70372,GM,82-483-9872,MERCEDES-BENZ US INTERNATIONAL INC,1 MERCEDES DRIVE,,VANCE,TUSCALOOSA,AL,35490-2900,33.18589,-87.26077,82-483-9872,TSCA98604,110000367246,336111 Automobile Manufacturing,Import,,,,,Import,0,"310,000","310,000","190,000","64,000","430,000","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",No,"310,000",0,B1,0 percent by weight,W7,1000 - 9999,M3,30% - < 60%,No,Liquid,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
710796,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",CBI,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
714884,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,GREENCHEM INDUSTRIES LLC,222 CLEMATIS STREET,Suite 207,WEST PALM BEACH,Palm Beach,FL,33401,80-577-2717,,,,,,,,,GREENCHEM,222 CLEMATIS ST,SUITE 207,WEST PALM BEACH,PALM BEACH COUNTY,FL,33401,26.71331,-80.05157,80-577-2717,TSCA124127,110069510489,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,NKRA,Not Known or Reasonably Ascertainable,,,,,NKRA,NKRA,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
715791,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,Arkema Inc.,900 FIRST AVE,,King of Prussia,Montgomery,PA,19406,00-229-0773,ARKEMA,420 rue d'Estienne d'Orves,,Colombes,Cedex,92705,FR,26-840-1833,BOSTIK INC,11320 WATERTOWN PLANK RD,,WAUWATOSA,MILWAUKEE,WI,53226-3413,43.04557,-88.05537,00-608-3364,100604917,110005454588,325520 Adhesive Manufacturing,Import,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
717459,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"Formosa Plastics Corporation, U.S.A.",9 PEACH TREE HILL ROAD,,Livingston,NJ,NJ,7039,03-994-4004,,,,,,,,,"FORMOSA GLOBAL SOLUTIONS, INC.",9 PEACH TREE HILL RD,,LIVINGSTON,ESSEX COUNTY,NJ,7039,40.77016,-74.3635,03-994-4004,200001893,110004123742,325211 Plastics Material And Resin Manufacturing,Import,,,,,Import,0,"37,699","37,699",0,"1,171,292",0,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,U999,Other (specify),Not known,,,,NKRA,NKRA,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
717636,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,HARWICK STANDARD DISTRIBUTION CORPORATION,60 S. SEIBERLING STREET,,AKRON,SUMMIT,OH,44305,05-724-7793,,,,,,,,,HARWICK STANDARD DISTRIBUTION CORP,60 S. SEIBERLING ST.,,AKRON,SUMMIT COUNTY,OH,44305,41.06115,-81.47247,05-724-7793,100603283,110000389295,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"132,107","132,107","211,684","131,558",0,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",No,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
719883,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"Tribute Energy, Inc.",2100 W. Loop South,Suite 1500,Houston,Harris,TX,77027,80-823-8484,,,,,,,,,"TRIBUTE ENERGY, INC.",2100 WEST LOOP S,SUITE 1500,HOUSTON,HARRIS COUNTY,TX,77027,29.745948,-95.457679,80-823-8484,TSCA10079939,110070920711,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"837,756","837,756","1,102,311","1,587,995","1,499,099","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,CC218,"Construction and building materials covering large surface areas, including paper articles; metal articles; stone, plaster, cement, glass and ceramic articles",,U022,Plasticizers,,,,,Commercial,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
721767,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"SUPERIOR OIL COMPANY, INC","1402 NORTH CAPITOL AVENUE, SUITE 100",,INDIANAPOLIS,Marion,IN,46202,03-999-4975,,,,,,,,,"SUPERIOR OIL COMPANY, INC.",1402 N CAPITOL AVE,SUITE 100,INDIANAPOLIS,MARION COUNTY,IN,46202,39.78609,-86.16172,03-999-4975,TSCA109001,110056972352,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,C303,Plastic and Rubber Products not covered elsewhere,,F052,Plasticizer,,,,,Commercial,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
726322,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,The Chemical Company,44 Southwest Avenue,,Jamestown,Newport,RI,2835,15-362-2584,,,,,,,,,THE CHEMICAL COMPANY,44 SOUTHWEST AVE,PO BOX 436,JAMESTOWN,NEWPORT COUNTY,RI,2835,41.49402,-71.37624,15-362-2584,TSCA108221,110067658467,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,0,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,,,W1,< 10,M5,90% +,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,F052,Plasticizer,,,,,NKRA,NKRA,100,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
726741,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,BASF Corporation,100 Park Avenue,,Florham Park,NJ,MI,7932,00-130-7032,BASF SE,Carl-Bosch Strasse 38,,Ludwigshafen,,60756,GM,31-500-0554,BASF IMPORTS PART 1,100 PARK AVE,,FLORHAM PARK,MORRIS COUNTY,NJ,7932,40.77342,-74.42611,00-130-7032,TSCA130148,110069708383,325199 All Other Basic Organic Chemical Manufacturing,Import,,,,,Import,CBI,CBI,CBI,0,0,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,0,0,B1,0 percent by weight,W1,< 10,M1,< 1%,No,Liquid,C110,Apparel and Footwear Care Products,,NKRA,Not Known or Reasonably Ascertainable,,,,,Consumer,NKRA,0,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
728985,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,MAK CHEMICALS INC,1114 Clifton Ave.,Suite # 4,Clifton,passaic,NJ,7013,07-865-5980,,,,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,Import,0,"214,982","214,982",0,"214,508","100,584","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",No,0,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,CC101,"Construction and building materials covering large surface areas including stone, plaster, cement, glass and ceramic articles; fabrics, textiles, and apparel",,F052,Plasticizer,,,,,Commercial,No,90,M5,90% +,W1,< 10,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
729271,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,Wilbur-Ellis Company LLC,345 California Street,27th Floor,San Francisco,San Francisco,CA,94104,00-691-2075,,,,,,,,,CONNELL BROS. CO. LLC,345 CALIFORNIA ST,FLOOR 27,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94104,37.793172,-122.4005,00-691-3479,TSCA124303,110069521670,424910 Farm Supplies Merchant Wholesalers,Import,,,,,,0,0,0,0,"35,274","35,274","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
729758,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,INDUSTRIAL CHEMICALS INC.,2042 MONTREAT DRIVE,,BIRMINGHAM,JEFFERSON,AL,35216,05-097-8329,,,,,,,,,INDUSTRIAL CHEMICALS INC,2042 MONTREAT DRIVE,,VESTAVIA HILLS,JEFFERSON COUNTY,AL,35216,33.41464,-86.80322,05-097-8329,TSCA4338,110015813574,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,,,,"37,478",0,0,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
734126,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"Gehring-Montgomery, Inc.",710 Louis Drive,,Warminster,Bucks,PA,18974,11-434-1357,TER HELL & CO GMBH,Borsenbrucke 2,,Hamburg,,20457,GM,11-434-1357,GEHRING MONTGOMERY,710 LOUIS DRIVE,,WARMINSTER,BUCKS,PA,18974-2829,40.20328,-75.083497,11-434-1357,100606008,110000335970,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,Manufacture,"88,607",0,"88,607","44,980","44,107",0,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",,0,0,B1,0 percent by weight,W2,10 - 24,M5,90% +,Yes,Liquid,CC101,"Construction and building materials covering large surface areas including stone, plaster, cement, glass and ceramic articles; fabrics, textiles, and apparel",,F052,Plasticizer,,,,,Commercial,No,NKRA,M5,90% +,W3,25 - 49,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
736294,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,"ChemSpec, Ltd.",1559 Corporate Woods Parkway,Suite 150,Uniontown,Summit County,OH,44685,13-922-0284,SAFIC ALCAN,13 Cours Valmy,92977 Paris La Dfense Cedex,Paris,,,FR,13-922-0284,"CHEMSPEC, LTD.",1559 CORPORATE WOODS PKWY,SUITE 150,UNIONTOWN,SUMMIT COUNTY,OH,44685,40.96551,-81.468639,13-922-0284,TSCA115201,110069318610,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"111,182","111,182","1,467,905","1,814,111","65,962","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
738013,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,The Dow Chemical Co,2211 H.H. Dow Way,,Midland,Midland,MI,48674,08-036-1339,,,,,,,,,THE DOW CHEMICAL CO,2211 H.H. DOW WAY,,MIDLAND,MIDLAND COUNTY,MI,48674,43.614962,-84.198739,08-036-1339,TSCA10057799,110070870020,325199 All Other Basic Organic Chemical Manufacturing,Import,325211 Plastics Material And Resin Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,0,0,,,W1,< 10,M3,30% - < 60%,No,Other Solid,,,,,,,,,,,,,,,,,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
738803,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,UNIVAR SOLUTIONS INC.,"3075 Highland Pkwy., Ste. 200",,Downers Grove,DuPage,IL,60515-5560,09-887-7053,,,,,,,,,UNIVAR SOLUTIONS USA INC,17411 NE UNION HILL RD.,,REDMOND,KING COUNTY,WA,98052,47.672789,-122.107469,10-297-1785,TSCA119921,110069407261,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"527,252","527,252","545,120","481,540","638,694","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M3,30% - < 60%,No,Liquid,NKRA,Not Known or Reasonably Ascertainable,,NKRA,Not Known or Reasonably Ascertainable,,,,,NKRA,NKRA,8,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
738803,"1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester",28553-12-0,28553120,CASRN,UNIVAR SOLUTIONS INC.,"3075 Highland Pkwy., Ste. 200",,Downers Grove,DuPage,IL,60515-5560,09-887-7053,,,,,,,,,UNIVAR SOLUTIONS USA INC,17411 NE UNION HILL RD.,,REDMOND,KING COUNTY,WA,98052,47.672789,-122.107469,10-297-1785,TSCA119921,110069407261,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"527,252","527,252","545,120","481,540","638,694","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb",Yes,,0,B1,0 percent by weight,W1,< 10,M3,30% - < 60%,No,Liquid,C303,Plastic and Rubber Products not covered elsewhere,,U022,Plasticizers,,,,,Commercial,No,92,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable,"Di-isononyl phthalate (DINP) - (1,2-benzenedicarboxylic acid, 1,2-diisononyl ester)"
