CHEMICAL REPORT ID,CHEMICAL NAME,CHEMICAL ID,DOMESTIC PARENT COMPANY NAME CLEANED,SITE NAME,SITE ADDRESS LINE1,SITE CITY CLEANED,SITE STATE,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,WORKERS,RECYCLED,INDUSTRIAL TYPE OF PROCESS OR USE OPERATION,IND FUNCT CAT OTHER DESC,Name,CHEMICAL ID W/O DASHES,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,MAX CONC CODE,MAXIMUM CONCENTRATION,PHYSICAL FORM(S),JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
730948,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,"GEORGIA PACIFIC CORP, PLANT RESINS AND FORMALDAHYDE",13136 HWY 28,TAYLORSVILLE,MS,Manufacture,"62,000,000",0,"62,000,000","67,000,000","69,000,000","73,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 E 37th Street N,,Witchita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,TAYLORSVILLE,SMITH,39168,31.8392,-89.4659,80-821-4881,TSCA4091,110000590691,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"40,000,000",0,B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
731957,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,GEORGIA-PACIFIC CHEMICALS LLC,2190 OLD SALEM RD.,ALBANY,OR,Manufacture,"48,000,000",0,"48,000,000","46,000,000","45,000,000","47,000,000",10 - 24,No,Processing as a reactant,,Formaldehyde,50000,Koch Industries Inc,4111 East 37th Street N,,Wichita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,ALBANY,LINN,97321-4576,44.660396,-123.065243,80-821-4881,TSCA7308,110000487964,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"20,000,000","2,000,000",B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
731957,Formaldehyde,50-00-0,KOCH INDUSTRIES INC.,GEORGIA-PACIFIC CHEMICALS LLC,2190 OLD SALEM RD.,ALBANY,OR,Manufacture,"48,000,000",0,"48,000,000","46,000,000","45,000,000","47,000,000",10 - 24,No,"Processing-incorporation into formulation, mixture, or reaction product",,Formaldehyde,50000,Koch Industries Inc,4111 East 37th Street N,,Wichita,Sedgwick,KS,67220,00-694-4334,,,,,,,,,,ALBANY,LINN,97321-4576,44.660396,-123.065243,80-821-4881,TSCA7308,110000487964,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325211 Plastics Material And Resin Manufacturing,Manufacture,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"20,000,000","2,000,000",B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
735658,"1,3-Butadiene",106-99-0,"KOLMAR AMERICAS, INC.",KOLMAR AMERICAS,10 MIDDLE STREET - PENTHOUSE,BRIDGEPORT,CT,Import,CBI,CBI,CBI,CBI,CBI,CBI,50 - 99,No,"Processing-incorporation into formulation, mixture, or reaction product",Sold to re-sellers for petroleum fuel and petrochemical industry,"1,3-Butadiene",106990,"KOLMAR AMERICAS, INC.",10 MIDDLE STREET,Penthouse,BRIDGEPORT,Fairfield,CT,6604,00-772-7829,,,,,,,,,,BRIDGEPORT,FAIRFIELD,6604,41.17852,-73.188422,00-772-7829,100606741,110054620102,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",Yes,,0,B1,0 percent by weight,W4,M5,90% +,Liquid,,,
733116,"1,3-Isobenzofurandione",85-44-9,KOPPERS INC,KOPPERS INC,3900 SOUTH LARAMIE AVENUE,CICERO,IL,Manufacture,"132,715,919",0,"132,715,919","134,181,992","164,122,936","128,344,158",25 - 49,No,Processing as a reactant,,Phthalic anhydride,85449,KOPPERS INC,"436 SEVENTH AVENUE, K-1800",,PITTSBURGH,Allegheny,PA,15219-1800,19-699-1582,,,,,,,,,,CICERO,,60804-4523,41.82027,-87.75163,12-521-7901,TSCA6603,110011828068,325199 All Other Basic Organic Chemical Manufacturing,,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",,0,0,B1,0 percent by weight,W3,M5,90% +,Liquid,,,
733116,"1,3-Isobenzofurandione",85-44-9,KOPPERS INC,KOPPERS INC,3900 SOUTH LARAMIE AVENUE,CICERO,IL,Manufacture,"132,715,919",0,"132,715,919","134,181,992","164,122,936","128,344,158",25 - 49,No,Processing as a reactant,,Phthalic anhydride,85449,KOPPERS INC,"436 SEVENTH AVENUE, K-1800",,PITTSBURGH,Allegheny,PA,15219-1800,19-699-1582,,,,,,,,,,CICERO,,60804-4523,41.82027,-87.75163,12-521-7901,TSCA6603,110011828068,325199 All Other Basic Organic Chemical Manufacturing,,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",,0,0,B1,0 percent by weight,W3,M5,90% +,Liquid,,,
733116,"1,3-Isobenzofurandione",85-44-9,KOPPERS INC,KOPPERS INC,3900 SOUTH LARAMIE AVENUE,CICERO,IL,Manufacture,"132,715,919",0,"132,715,919","134,181,992","164,122,936","128,344,158",25 - 49,No,Processing as a reactant,,Phthalic anhydride,85449,KOPPERS INC,"436 SEVENTH AVENUE, K-1800",,PITTSBURGH,Allegheny,PA,15219-1800,19-699-1582,,,,,,,,,,CICERO,,60804-4523,41.82027,-87.75163,12-521-7901,TSCA6603,110011828068,325199 All Other Basic Organic Chemical Manufacturing,,,,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",,0,0,B1,0 percent by weight,W3,M5,90% +,Liquid,,,
701338,Formaldehyde,50-00-0,"KRONOSPAN, LLC",KRONOCHEM USA LLC RESIN PLANT EXPANSION,1 KRONOSPAN WAY,EASTABOGA,AL,Manufacture,"498,463,108",0,"498,463,108","236,499,736","68,382,050","83,707,624",10 - 24,Yes,"Processing-incorporation into formulation, mixture, or reaction product",Ingredient in the manufacturing of Resins,Formaldehyde,50000,"KRONOSPAN, LLC",1 KRONOSPAY WAY,,EASTABOGA,Calhoun,AL,36260,08-011-6781,,,,,,,,,,EASTABOGA,,36260,33.610476,-85.971,07-974-8464,TSCA130664,110069581250,325211 Plastics Material And Resin Manufacturing,Manufacture,,,,,"1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb",,"492,993,908","5,469,200",B1,0 percent by weight,W2,M3,30% - < 60%,Liquid,,,
707003,"Benzene, 1,4-dichloro-",106-46-7,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,Import,0,"45,330,117","45,330,117","52,703,207","49,377,315","37,927,958",< 10,No,Processing as a reactant,,Dichlorobenzene,106467,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb","50,000,000 - <100,000,000 lb",Yes,,0,B1,0 percent by weight,W1,M5,90% +,Other Solid,,,
737388,"Ethane, 1,2-dichloro-",107-06-2,LANXESS CORPORATION,LANXESS CORPORATION---CHARLESTON,2151 KING STREET EXT,NORTH CHARLESTON,SC,Manufacture,"25,357,858",0,"25,357,858","9,079,631","8,095,431","8,871,266",< 10,No,Processing as a reactant,,"1,2-Dichloroethane",107062,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,NORTH CHARLESTON,CHARLESTON COUNTY,29405,32.834707,-79.958325,08-133-4706,TSCA10050914,110070200787,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,0,0,B1,0 percent by weight,W1,M5,90% +,Liquid,,,
737388,"Ethane, 1,2-dichloro-",107-06-2,LANXESS CORPORATION,LANXESS CORPORATION---CHARLESTON,2151 KING STREET EXT,NORTH CHARLESTON,SC,Manufacture,"25,357,858",0,"25,357,858","9,079,631","8,095,431","8,871,266",< 10,No,Processing as a reactant,,"1,2-Dichloroethane",107062,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,NORTH CHARLESTON,CHARLESTON COUNTY,29405,32.834707,-79.958325,08-133-4706,TSCA10050914,110070200787,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb","30,000,000,000 - <40,000,000,000 lb",,0,0,B1,0 percent by weight,W1,M5,90% +,Liquid,,,
707017,"Phosphoric acid, triphenyl ester",115-86-6,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,Import,0,"633,928","633,928","949,491","1,147,811","725,450",< 10,No,"Processing-incorporation into formulation, mixture, or reaction product",,"Phosphoric acid, triphenyl ester (TPP)",115866,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",Yes,,0,B1,0 percent by weight,W1,M5,90% +,"Pellets or Large Crystals, Liquid",,,
718316,"Phosphoric acid, triphenyl ester",115-86-6,LANXESS CORPORATION,LANXESS SOLUTIONS---SHELTON,2 ARMSTRONG RD,SHELTON,CT,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,"Processing-incorporation into formulation, mixture, or reaction product",,"Phosphoric acid, triphenyl ester (TPP)",115866,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,SHELTON,FAIRFIELD COUNTY,6484,41.266201,-73.13004,00-521-2808,TSCA10051574,110070813999,325199 All Other Basic Organic Chemical Manufacturing,Both,,,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb",Yes,,"2,434",B1,0 percent by weight,W1,M3,30% - < 60%,Liquid,,,
717742,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,LANXESS CORPORATION,"LANXESS SOLUTIONS US, INC---FORDS",1020 KING GEORGES POST ROAD,FORDS,NJ,Manufacture,CBI,0,CBI,CBI,CBI,CBI,50 - 99,No,"Processing-incorporation into formulation, mixture, or reaction product",,"Di-isodecyl phthalate (DIDP) - (1,2-benzenedicarboxylic acid 1,2-diisodecyl ester)",68515491,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,FORDS,MIDDLESEX COUNTY,08863-2329,40.5252,-74.319423,82-864-7953,200002180,110005986139,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb",,0,"96,796",B1,0 percent by weight,W4,M5,90% +,Liquid,,,
717476,"1,2-Benzenedicarboxylic acid, 1,2-dicyclohexyl ester",84-61-7,LANXESS CORPORATION,LANXESS CORPORATION GREENSBORO,520 BROOME RD.,GREENSBORO,NC,Manufacture,"17,290",0,"17,290","55,124","250,656","440,954",< 10,No,Processing as a reactant,,Dicyclohexyl phthalate ,84617,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,GREENSBORO,GUILFORD COUNTY,27406-3799,36.04023,-79.77863,06-179-5696,100608461,110000346581,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"500,000 - <1,000,000 lb","<1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb",,0,0,B1,0 percent by weight,W1,M5,90% +,Pellets or Large Crystals,,,
717477,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-methylpropyl) ester",84-69-5,LANXESS CORPORATION,LANXESS CORPORATION GREENSBORO,520 BROOME RD.,GREENSBORO,NC,Manufacture,"407,303",0,"407,303","403,833","384,591","440,833",< 10,No,Processing as a reactant,,"Di-isobutyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis-(2methylpropyl) ester)",84695,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,GREENSBORO,GUILFORD COUNTY,27406-3799,36.04023,-79.77863,06-179-5696,100608461,110000346581,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,"407,303","403,833","384,591","440,833",,0,0,B1,0 percent by weight,W1,M5,90% +,Liquid,,,
707204,"1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester",84-74-2,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,,0,0,0,0,"75,649","6,419",,,,,"Dibutyl phthalate (1,2-Benzene- dicarboxylic acid, 1,2- dibutyl ester)",84742,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb",,,,,,,,,,,,
707206,"1,3-Isobenzofurandione",85-44-9,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,Import,0,"174,769","174,769","136,650","47,021","1,203",< 10,No,"Processing-incorporation into formulation, mixture, or reaction product",Retarder,Phthalic anhydride,85449,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",Yes,,910,B1,0 percent by weight,W1,M5,90% +,"Dry Powder, Other Solid",,,
707206,"1,3-Isobenzofurandione",85-44-9,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,Import,0,"174,769","174,769","136,650","47,021","1,203",< 10,No,Processing as a reactant,,Phthalic anhydride,85449,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb",Yes,,910,B1,0 percent by weight,W1,M5,90% +,"Dry Powder, Other Solid",,,
707218,"Benzene, 1,2-dichloro-",95-50-1,LANXESS CORPORATION,LANXESS CORPORATION---PITTSBURGH,111 RIDC PARK WEST DR,PITTSBURGH,PA,Import,0,"438,080","438,080","149,605","147,158","403,555",< 10,No,Processing as a reactant,,o-Dichlorobenzene,95501,LANXESS CORPORATION,111 RIDC PARK WEST DRIVE,,PITTSBURGH,Allegheny,PA,15275,14-585-8770,LANXESS DEUTSCHLAND GMBH,Kennedyplatz 1,,Koln,,50569,GM,31-546-4482,,PITTSBURGH,ALLEGHENY COUNTY,15275-1112,40.457483,-80.193314,14-585-8770,100606790,110023859083,325130 Synthetic Dye And Pigment Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb",Yes,,0,B1,0 percent by weight,W1,M5,90% +,Liquid,,,
730262,"1,2-Benzenedicarboxylic acid, 1,2-bis(2-ethylhexyl) ester",117-81-7,"LG CHEM AMERICA, INC.","LG CHEM AMERICA, INC.",3475 PIEDMONT RD NE,ATLANTA,GA,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing-incorporation into article,,"Di-ethylhexyl phthalate - (1,2-Benzene- dicarboxylic acid, 1,2- bis(2-ethylhexyl) ester",117817,"LG CHEM AMERICA, INC.","3475 PIEDMONT ROAD NE, SUITE 1200",,ATLANTA,Fulton,GA,30305,19-465-5882,LG CHEM LTD,"128, Yeoui-daero, Yeongdeungpo-gu",,Seoul,,7336,KS,69-512-8893,,ATLANTA,FULTON COUNTY,30305,33.85001,-84.37549,19-465-5882,TSCA99702,110067390110,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb",Yes,,0,B1,0 percent by weight,W1,M5,90% +,Liquid,,,
730276,"1,2-Benzenedicarboxylic acid, 1,2-diisodecyl ester",26761-40-0,"LG CHEM AMERICA, INC.","LG CHEM AMERICA, INC.",3475 PIEDMONT RD NE,ATLANTA,GA,Import,CBI,CBI,CBI,CBI,CBI,CBI,< 10,No,Processing-incorporation into article,,"Di-isodecyl phthalate (DIDP) - (1,2-benzenedicarboxylic acid 1,2-diisodecyl ester)",26761400,"LG CHEM AMERICA, INC.","3475 PIEDMONT ROAD NE, SUITE 1200",,ATLANTA,Fulton,GA,30305,19-465-5882,LG CHEM LTD,"128, Yeoui-daero, Yeongdeungpo-gu",,Seoul,,7336,KS,69-512-8893,,ATLANTA,FULTON COUNTY,30305,33.85001,-84.37549,19-465-5882,TSCA99702,110067390110,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,"<1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb",Yes,,0,B1,0 percent by weight,W1,M2,1% - < 30%,Pellets or Large Crystals,,,
